userId,name,,status,latitude,longitude,description
1438,McClellan Mountain Trail #216,,Open,-119.2613,44.331383,This trail allows the recreationist access to the McClellan Mountain Semi-Primitive Roadless Area and is closed to all motorized vehicles. A great trail for hikers and mountainbikers seeking a quiet and secluded adventure. Trailhead is the
1439,Big Creek/Summit Prairie Trail #B5053,,Open,-118.6183,44.242731,This trail is located on the former Hines Railroad Grade.Â  Traveling on this trail takes you through steep grade filled to accommodate railroad traffic deep cuts through rocky hills and flat open areas.Â  The cut rocks are very interesting to see the layers of geologic material.Â  The trail is a dirt and rock.Â  Visitors to the area have great opportunities to see
1440,Starvation Trail #374,,Open,-118.5101,44.250963,Trail provides tie through route from the
1441,Buckhorn Meadows Trail #205,,Open,-118.7556,44.253335,This trail accessesParking is difficult but not impossible for stock trailers. Stock water is available at trailhead as well as tie stalls.
1442,Skyline Trail #385,,Open,-118.538,44.239445,This trail leads along the backbone of the Strawberry Mountains in the eastern end of the
1443,Canyon Mountain Trail #218,,Open,-118.9229,44.353102,This trail offers excellent views of the John Day Valley. It also allows access to Canyon Mountain and the west end of the
1444,Indian Creek Trail #364,,Open,-118.73,44.361266,This trail leads through alpine meadows and wild onion fields in the
1445,Meadow Fork Trail #376,,Open,-118.699,44.277098,The trail leads through a scenic grove of old growth ponderosa pine located on a bench approximately 2 miles from the trailhead. This stand is part of the Canyon Creek Natural Area within
1446,Joaquin Miller Trail #219,,Open,-118.8926,44.289344,The trail leads through a scenic grove of old growth ponderosa pine located on a bench approximately 2 miles from the trailhead. This stand is part of the Canyon Creek Natural Area within
1447,Lake Creek Trail #378,,Open,-118.651,44.24684,This is a very good trail for one who wants solitude within
1448,Meadow Fork Trail #376,,Open,-118.699,44.277098,Moderate hiking through old growth stands of pine and fir on the south side of
1449,Skyline Trail #385,,Open,-118.538,44.239445,This trail leads along the backbone of the Strawberry Mountains in the eastern end of the
1450,Onion Creek Trail #368,,Open,-118.6644,44.333072,This trail is in theWater becomes scarce further along the trail as hikers climb higher in elevation carry water.
1451,Skyline Trail #385,,Open,-118.538,44.239445,This trail leads along the backbone of the Strawberry Mountains in the eastern end of the
1452,Strawberry Basin Trail #375,,Open,-118.6737,44.319677,LocatedÂ within theThe Strawberry Basin Trail along with Strawberry Campground is one of our higher use areas. Anticipate other usersÂ during summer season andÂ heavy useÂ nearÂ holiday weekends.Â No parking for horse trailers allowed at trailhead. The road is fairly rough for passenger cars.Click here for further details.
1453,Tamarack Creek Trail #202,,Open,-118.8821,44.292997,For the hiker or packer who is looking to test orienteering skills this is the trail to use. This primitive trail within
1454,Table Mountain Trail #217,,Open,-118.4962,44.138883,Primarily used by hunters this trail gives good access to the upper end of the
1455,Princess Trail #251,,Open,-118.574061,44.718158,This 9.3 mile trail provides access to the
1456,Blackeye Trail #243,,Open,-118.5513,44.677987,This trail leads to
1457,Tempest Mine Trail #256,,Open,-118.5919,44.7035,This trail parallels Granite Boulder Creek and offers some very photogenic views. This trail's highest use period is in the fall during big game hunting seasons and accesses the
1458,Lund Park Campground,,Open,-122.679232,43.650626,Nestled in the cool quiet forest beside crystal clear Brice Creek Lund Park is the perfect place for slow mornings spent drinking coffee days spent exploring Brice Creek Trail just across the footbridge on the western side of camp and nights being lulled to sleep by the sound of water.Lund Park also has a rich historyâ€”the campground was once a stopover for miners traveling from Cottage Grove to the Bohemia Mining Area. During the early 1900s Lund Park consisted of a post office hotel dam power house and several other small buildings. Most of the structures were reclaimed by the forest but near campsite one beneath a thriving layer of moss and lichen you can still see the remains of a single concrete foundation.Map of Lund Park Campground (
1459,Brice Creek Trailhead,,Open,-122.729691,43.675032,Accessible restroomsFrom Cottage Grove OR travel east on Row River Road 2400 for 19 miles to Forest Road 2470. Turn right on County Road 2470 and continue for 2.6 miles along Brice Creek to Brice Creek Trailhead. Parking and toilet are on the south side of the road. The trail begins across the street on the north side of the road.Map showing recreational areas.
1460,Cedar Creek Campground,,Open,-122.708283,43.670748,Situated on a river terrace Â and shaded by old-growth forest canopy Cedar Creek Campground offers a glimpse into the best of South Oregon nature. Thanks to nearby trailheads and Brice Creek the 10-site campground provides access to a diverse array of recreation opportunities including hiking mountain biking photography fishing berry picking and sunbathing.Map of Cedar Creek Campground (
1461,Fish Lake,,Open,-122.5029404,43.0773448,Beautiful and seculded Fish Lake has many higher elevation hiking trails in the area and is within the
1462,Lemolo Lake,,Open,-122.1850465,43.31250231,Lemolo Lake is in the Diamond Lake District and is surrounded by a mountain setting. The
1463,Boulder Creek Trailhead,,Open,-122.483528,43.39489,This trails spans the
1464,Bunker Hill Campground,,Temporarily Closed,-122.187839,43.319223,This diminutive campground clings to the northwest shore of Lemolo Lake beneath the heavily wooded Bunker Hill. Bald eagles often soar above the lodgepole pine forest. Bunker Hill Campground is popular with anglers looking for a more rustic experience although anyone seeking secluded getaway will find it all here.Lemolo Lake is situated in the Oregon Cascades National Recreation Area which also includes Diamond Lake and includes dozens of trailheads. Many trails leading from this area cross into wilderness areas or even nearby Crater Lake National Park both of which have special use restrictions for visitors inside the boundaries. Be aware and plan ahead if your hiking hunting or mountain biking trip is likely to take you more than a few miles from the trailhead.From Roseburg OR travel east on OR-138 / Diamond Lake Boulevard for approximately 72 miles turn left onto Forest Road 2610 (Birdâ€™s Point Road). Continue 5.5 miles crossing the Lemolo Lake Dam then turn right onto Forest Road 2612. The campground is located on the right side of the road.Boating hiking fishing swimming and waterskiing
1465,East Lemolo Campground,,Open,-122.162651,43.310697,The 1.6-mile trail meanders through lodgepole pine stands and open meadows with great views of Mt. Bailey and Diamond Lake along the way. Trail circles Horse and Teal Lakes. A mountain pine beetle outbreak in the area has resulted in the logging of infested trees. Water lilies add to the beauty of these small ponds. Waterfowl deer and other wildlife frequent the area. This 1.6-mile trail is rated easy for Nordic skiing.
1466,Howlock Mountain Trailhead,,Open,-122.133801,43.183502,This easily accessible trailhead is great for equestrian users and hikers who wish to go for a quick loop or enter
1467,Inlet Campground,,Temporarily Closed,-122.15535,43.312114,This camp is hidden in the deep green quiet forest where the North Umpqua River rushes into Lemolo Lake. This campground is popular with families and outdoor enthusiasts.Heavy winter snows brought down hundreds of trees. They have been cleared but there is still work to do to make campground visually appealing again.Lemolo Lake is situated in the Oregon Cascades National Recreation Area which also includes Diamond Lake and includes dozens of trailheads. Many trails leading from this area cross into wilderness areas or even nearby Crater Lake National Park both of which have special use restrictions for visitors inside the boundaries. Be aware and plan ahead if your hiking hunting or mountain biking trip is likely to take you more than a few miles from the trailhead.From Roseburg OR travel east on OR-138 / Diamond Lake Boulevard for approximately 72 miles turn left onto Forest Road 2610 (Bird's Point Road). Continue for 3 miles and turn right onto Forest Road 2614. Proceed 2.5 miles to the campground located on the right side of the road.
1468,Poole Creek Campground,,Temporarily Closed,-122.20047,43.31002,Situated in a mixed stand of lodgepole pine mountain hemlock and Shasta red fir this campground hugs the west shore of Lemolo Lake just south of the eponymous Poole Creek. Lemolo Lake is also the highest reservoir on the North Umpqua River. This campground is popular with a variety of outdoor enthusiasts offering fishing opportunities throughout much of the year and wildlife viewing during all seasons.Lemolo Lake is situated in the Oregon Cascades National Recreation Area which also includes Diamond Lake and includes dozens of trailheads. Many trails leading from this area cross into wilderness areas or even nearby Crater Lake National Park both of which have special use restrictions for visitors inside the boundaries. Be aware and plan ahead if your hiking hunting or mountain biking trip is likely to take you more than a few miles from the trailhead.From Roseburg OR travel east on OR-138 / Diamond Lake Boulevard for 72 miles and turn left onto Forest Road 2610 (Bird's Point Road). Proceed 4 miles and turn right at the Poole Creek Campground sign. The campground is located on the right side of the road.Map showing recreational areas.
1469,Rattlesnake Mountain Trailhead,,Open,-122.404358,43.134033,From Roseburg OR take Highway 138 east for 61 miles to Forest Road 37 (Fish Creek Road) approximately 0.25 mile east of the east entrance to Toketee Ranger Station. Go right onto Forest Road 37 and follow for approximately 5 miles turn right onto Forest Road 3702 (Happy Valley Road). Go approximately 1.5 miles turn left onto Forest Road 3702-999. Proceed 2 miles turn right onto Forest Road 3702-500. Go approximately 1.25 miles turn left staying on Forest Road 3702-500. Go approximately 4 miles to the end of the road to the trailhead.Map showing recreational areas.
1470,Soda Springs Traihead,,Open,-122.50156,43.30605,One of the first trails through the area this trail was named after Bill Bradley who used the trail in the early 1900's as a trade route to the east side of the Cascades. The trail once crossed the Cascades near Windigo Pass. Most of the trail was destroyed by road building and timber harvest. This is the only section still maintained for public use. The
1471,Toketee Lake Trail #1447,,Open,-122.4058,43.272456,The 0.4-mile trail runs parallel to Toketee Lake with short spurs leading to the water. Otter beaver and ducks can be observed swimming in the lake which is really a reservoir for the
1472,Umpqua Hot Springs Trail #1444,,Open,-122.3625,43.29513,The trailhead and surrounding area is a Day-Use only site open from sunrise to sunset.Provides access to:From Roseburg OR take OR-138 east / northeast Diamond Lake Boulevard. Continue east on Highway 138 and then turn left at milepost 59 onto Forest Road 34. At the bottom of the hill turn left across the concrete bridge. Go 2.2 miles and turn right onto Forest Road 3401. Proceed 0.7 mile to a parking area on the left.
1473,Umpqua Hot Springs Trailhead,,Open,-122.361333,43.295613,The trailhead and surrounding area is a Day-Use only site open from sunrise to sunset.Provides access to:From Roseburg OR take OR-138 east / northeast Diamond Lake Boulevard. Continue east on Highway 138 and then turn left at milepost 59 onto Forest Road 34. At the bottom of the hill turn left across the concrete bridge. Go 2.2 miles and turn right onto Forest Road 3401. Proceed 0.7 mile to a parking area on the left.Toketee Lake Campground
1474,Whitehorse Meadows Trailhead,,Open,-122.459,43.15714,From Roseburg OR take OR-138 E/NE Diamond Lake Blvd for approximatley 50 miles. Turn south onto Forest Service Road 28 the Big Camas Road at Copeland Creek. Contiinue for 13.7 miles and turn left onto Forest Service Road 2715-950. Go approximately 2 miles the trailhead is on the east side of the road junction.Map showing recreational areas.
1475,Apple Creek Campground,,Temporarily Closed,-122.676923,43.305703,Camp right along the bank of the Wild and Scenic North Umpqua at this secluded spot located at the confluence of Apple and Panther Creeks. Deep pools and steady riffles offer anglers diverse fishing opportunities with easy access to wade-able areas.From Roseburg Turn onto OR-138 E/NE Diamond Lake Blvd. Continue on OR-138 approximately 16 miles until you reach the town of Glide. Â Upon entering Glide the North Umpqua Ranger Station will be on your left.From the North Umpqua Ranger Station (16 miles east of Roseburg on State Highway 138) take Highway 138 east 28 miles to Apple Creek campground located on the right side of the highway.Map showing recreational areas.
1476,Whitehorse Meadows Trail #1477,,Open,-122.458929,43.157048,This trail travels within the northern portion of
1477,Boulder Flat Campground,,Open,-122.5261,43.30357,Perched beside the Wild and Scenic North Umpqua River Boulder Flat Campground is indeed proof that great things come in small packages. A developed raft launch at the east end provides easy access to some of the North Umpqua River's best trout fishing while nearby trailheads make this site popular among hikers and hunters exploring theFrom Roseburg OR take Highway 138 east for 53 miles to Boulder Flat Campground located on the left side of the highway.Map showing recreational areas.
1478,Hemlock Meadows Campground,,Temporarily Closed,-122.695721,43.189557,Hemlock Meadows provides unique combination of isolation and amenities with ample access to nearby wilderness areas and scenic destinations. Four campsites form the south edge of Yellowjacket Glade a roadless area known for its populations of elk sooty grouse black bear and black-tailed deer. Hemlock Lake offers fishing and swimming and visitors can use a boat launch with its own parking located at the edge of the campground. Note: there is no drinking water available at this campground. However visitors may use the taps at nearby Hemlock Lake Campground.FacilitiesFrom Roseburg OR turn onto OR-138 east /northeast Diamond Lake Boulevard. Continue on OR-138 approximately 16 miles until you reach the Little River Road / Forest Road 17 on the right side of the highway. Turn right on to Little River Road / Forest Road 17 for 32 miles to the Hemlock Meadows Campground. Hemlock Meadows Campground is located 0.5 mile around the east arm of the lake.Map showing recreational areas.
1479,Horseshoe Bend Campground,,Temporarily Closed,-122.627322,43.28849,Sheltered from traffic noise on Highway 138 Horseshoe Bend is situated on a bench adjacent to the Wild and Scenic North Umpqua River. An open stand of old-growth Douglas Fir and sugar pine creates privacy among the campsites and shelters Horseshoe Bend from traffic noise on Highway 138. TheFrom Roseburg OR travel east on OR-138 / Diamond Lake Boulevard for approximately 51 miles. Turn right on Forest Road 4750 and follow less than 1/4 mile until the road forks. At the fork turn right onto Forest Road 4750-001. Follow the road approximately 0.5 mile into the campground.Map showing recreational areas.
1480,Eagle Rock Campground,,Temporarily Closed,-122.554458,43.295236,Nestled in mixed conifers and adjacent to North Umpqua River Eagle Rock is a quiet shaded respite for camping or as a base camp for a variety of recreation. Its namesake an enormous rock formation is a popular day hike destination and also offers challenging routes for rock climbers. This site offers easy road access and sees lighter use than nearby Horseshoe Bend and Boulder Flat campgrounds.From Roseburg OR travel east on OR-138 / Diamond Lake Boulevard for approximately 50 miles. Eagle Rock Campground is located on the north side of the highway.Maximum vehicle length is 30 feet.Map showing recreational areas.
1481,Island Campground,,Open,-122.724197,43.34134,Located right off of Highway 138 is the small 7-site Island Campground. Enjoy the shade on a summer day and the sounds of the North Umpqua River. There are also many nearby trails to enjoy hiking or mountain biking.From Roseburg OR Turn onto OR-138 East / Northeast Diamond Lake Boulevard. Continue on OR-138 approximately 40 miles. Island Campground is on the right side of the road shortly after the turnoff for Steamboat Creek Ball Field.Use the links below to access important information about recreation and access on the North Umpqua River and adjacent trails or stop by the North Umpqua Ranger Station in Glide.Map showing recreational areas.
1482,Abbott Butte Trailhead,,Open,-122.58478,42.91933,This trail provides access to 3 destinations:
1483,Acker Divide Trailhead,,Open,-122.52273,43.04366,This trail is the shortest route to Fish Lake within
1484,Beaver Swamp Trail #1569,,Open,-122.518322,43.093388,This trail is the shortest route to Fish Lake within
1485,Beaver Swamp Trailhead,,Open,-122.519217,43.093559,Beaver Swamp Trailhead is developed for hiker use. Parking available for four to six vehicles. Facilities include: picnic table fire pit and a primitive composting toilet.
1486,Castle Creek Trailhead,,Open,-122.526893,43.116628,From Canyonville OR turn off of southeast Main Street onto southeast 3rd Street / OR-227. Continue on OR-227 for approximately 23 miles until reaching the town of Tiller OR. Turn left onto County Road 46 (South Umpqua Road) and continue to Forest Road 2823. Turn left onto Forest Road 2823 the trailhead is located on the right side of the road.Map showing recreational areas.
1487,Castle Creek Trailhead,,Open,-122.526893,43.116628,From Canyonville OR turn off of southeast Main Street onto southeast 3rd Street / OR-227. Continue on OR-227 for approximately 23 miles until reaching the town of Tiller OR. Turn left onto County Road 46 (South Umpqua Road) and continue to Forest Road 2823. Turn left onto Forest Road 2823 the trailhead is located on the right side of the road.Map showing recreational areas.
1488,Cougar Butte Trailhead,,Temporarily Closed,-122.63074,42.94844,From Canyonville OR turn off of southeast Main Street onto southeast 3rd Street / OR-227. Continue on OR-227 for approximately 23 miles until reaching the town of Tiller OR. Turn left onto County Road 46 (South Umpqua Road) and continue for 5 miles. Turn right onto to Forest Road 29 (Jackson Creek Road). Follow Forest Road 29 for approximately 12 miles to Forest Road 68. Turn right onto Forest Road 68 and follow for approximately 6 miles to Cougar Butte Trailhead located on the left side of the road.Map showing recreational areas.
1489,Cripple Camp Trailhead,,Open,-122.49654,43.03296,Trail from this trailhead pass through stands of large old-growth Douglas fir.
1490,Beaver Swamp Trail #1569,,Open,-122.518322,43.093388,This trail is the shortest route to Fish Lake within
1491,Fish Lake Trailhead,,Open,-122.55993,43.08815,Fish Lake TrailÂ intersects
1492,Happy Camp Trailhead,,Open,-122.42281,43.08755,Happy Camp Trailhead is located at the intersection of Rogue-Umpqua Divide Trail #1470 and Castle Creek #1576.
1493,Fish Lake Trailhead,,Open,-122.55993,43.08815,Fish Lake TrailÂ intersects
1494,Skimmerhorn Trailhead,,Open,-122.540529,43.077831,Some parking and one toilet available.
1495,Lakes Trailhead,,Open,-122.5653,43.088722,This trailhead provides access to trails within
1496,Skimmerhorn Trailhead,,Open,-122.540529,43.077831,Some parking and one toilet available.
1497,Rogue-Umpqua Divide Trailhead,,Open,-122.378623,43.115014,From Roseburg OR travel east on Highway 138 for approximately 60.5 miles. Turn right onto Forest Road 37 (Watson Falls) and follow for approximately 12 miles until reaching Forest Road 37-800. Turn right and continue until reaching Forest Road 870. Stay on Forest Road 870 for approximately 1 mile to the Rogue-Umpqua Divide Trailhead located on the right side of the road.Map showing recreational areas.
1498,Sandstone Trailhead,,Open,-122.51251,42.97871,This steep trail switchbacks up to the site of a former fire detection lookout. The lookout is gone but the views are great into the Dumont Creek drainage and Straight Creek drainage.
1499,Opal Creek Scenic Recreation Area,,None,-122.2646,44.8598,This popular destination known for its great beauty where old growth towers above the Little North Santiam River is enjoyed by around 20000 visitors each year.Legislation designating theTodayÂ manyTheTightly packed cars and resulting congestion can prevent emergency vehicle access; please park only in designated spots.Map showing recreational areas.
1500,Detroit Reservoir Trail Area,,None,-122.2203765,44.7104236,Map showing recreational areas.
1501,Coffin Mountain Trail Area,,None,-122.0534796,44.6212191,Map showing recreational areas.
1502,Jefferson Park Area - Mt. Jefferson Wilderness,,None,-121.8053459,44.712341,Map showing recreational areas.
1503,Jefferson Park Area - Mt. Jefferson Wilderness,,Temporarily Closed,-121.8053459,44.712341,The Jefferson Park area within theMt. Jefferson and Park Ridge are the dominant features of the Jefferson Park area. Mt. Jefferson's slopes are mantled by five glaciers: Whitewater Waldo Milk Creek Russell and Jefferson Park. Jefferson Park proper consists of sensitive subalpine meadows and lakes with an extremely short growing season. Vegetation is dwarfed with old-growth mountain hemlock the size of most 10-20 year old conifers. Other geographic features include steep talus slopes rock outcrops and alpine meadows.The sensitive meadows and fragile vegetation of Jefferson Parkâ€™s subalpine ecosystem take decades of recovery once damaged. With the popularity of Jefferson Park please help protect this area and preserve the experience for you and for future visitors. ''Leave No Trace'' techniques are encouraged including properly disposing of human and pet waste and carrying out all trash. When making a campsite selection never camp on vegetation - select a pre-existing hardened campsite. The best campsites are found not made.Visitors should obtain a detailed map of the area before planning a trip and inquire in advance about trail conditions particularly early in the season. Jefferson Park can hold substantial snow well into June/July on an average snow year so plan your trip accordingly.Map showing recreational areas.
1504,Detroit Ranger District (US Highway 22),,None,-122.192096,44.716308,Detroit Ranger DistrictThis area is accessible from the west on Highway 22 from Salem from the east on Highway 22 via Highway 20/126 from the Santiam Pass area or from the north on Forest Road 46 from the Mt. Hood National Forest.Here you will find popular campgrounds in theIncredible vistas await while backpacking in theMany day hiking opportunities can be found throughout the district such as theMany areas offer great boating and swimming such as theMap showing recreational areas.Areas for Campground Camping at Detroit Ranger District (US Highway 22)Areas for RV Camping at Detroit Ranger District (US Highway 22)Areas for Group Camping at Detroit Ranger District (US Highway 22)Areas for Cabin Rentals at Detroit Ranger District (US Highway 22)Areas for Lake and Pond Fishing at Detroit Ranger District (US Highway 22)Areas for River and Stream Fishing at Detroit Ranger District (US Highway 22)Areas for Day Hiking at Detroit Ranger District (US Highway 22)Areas for Backpacking at Detroit Ranger District (US Highway 22)Areas for Horse Camping at Detroit Ranger District (US Highway 22)Areas for Horse Riding at Detroit Ranger District (US Highway 22)Areas for Viewing Wildlife at Detroit Ranger District (US Highway 22)Areas for Viewing Plants at Detroit Ranger District (US Highway 22)Areas for Viewing Scenery at Detroit Ranger District (US Highway 22)Areas for Picnicking at Detroit Ranger District (US Highway 22)Areas for Boating - Motorized at Detroit Ranger District (US Highway 22)Areas for Boating - Non-Motorized at Detroit Ranger District (US Highway 22)Areas for Swimming at Detroit Ranger District (US Highway 22)Areas for Waterskiing at Detroit Ranger District (US Highway 22)
1505,Detroit Ranger District (US Highway 22),,None,-122.192096,44.716308,Detroit Ranger DistrictThis area is accessible from the west on Highway 22 from Salem from the east on Highway 22 via Highway 20/126 from the Santiam Pass area or from the north on Forest Road 46 from the Mt. Hood National Forest.Here you will find popular campgrounds in theIncredible vistas await while backpacking in theMany day hiking opportunities can be found throughout the district such as theMany areas offer great boating and swimming such as theMap showing recreational areas.Areas for Campground Camping at Detroit Ranger District (US Highway 22)Areas for RV Camping at Detroit Ranger District (US Highway 22)Areas for Group Camping at Detroit Ranger District (US Highway 22)Areas for Cabin Rentals at Detroit Ranger District (US Highway 22)Areas for Lake and Pond Fishing at Detroit Ranger District (US Highway 22)Areas for River and Stream Fishing at Detroit Ranger District (US Highway 22)Areas for Day Hiking at Detroit Ranger District (US Highway 22)Areas for Backpacking at Detroit Ranger District (US Highway 22)Areas for Horse Camping at Detroit Ranger District (US Highway 22)Areas for Horse Riding at Detroit Ranger District (US Highway 22)Areas for Viewing Wildlife at Detroit Ranger District (US Highway 22)Areas for Viewing Plants at Detroit Ranger District (US Highway 22)Areas for Viewing Scenery at Detroit Ranger District (US Highway 22)Areas for Picnicking at Detroit Ranger District (US Highway 22)Areas for Boating - Motorized at Detroit Ranger District (US Highway 22)Areas for Boating - Non-Motorized at Detroit Ranger District (US Highway 22)Areas for Swimming at Detroit Ranger District (US Highway 22)Areas for Waterskiing at Detroit Ranger District (US Highway 22)
1506,Bear Point Trail #3342,,None,-121.8554836,44.7511353,From South Breitenbush trail this 1.8 mile trail splits off and heads into an open slope switchbacks up the steep rocky face to the top of Bear Point. Nice views of Bear Lake Mount Jefferson and the surrounding Cascades.
1507,Mt. Jefferson Wilderness: Willamette,,None,-121.8343463,44.590357,Mt. Jefferson is the dominant feature of this High Cascades area along withÂ  Three Fingered Jack (7841 feet). Mt. Jefferson's slopes are mantled by five glaciers: Whitewater Waldo Milk Creek Russell and Jefferson Park. Other geographic features include steep talus slopes rock outcrops and alpine meadows. There are over 150 lakes many stocked with trout.Mt. Jefferson Wilderness covers 104523 total acres. There are 163 miles of trail within this wilderness including a 40 mile stretch of the Pacific Crest Scenic Trail.Vegetation is predominantly Douglas-fir silver fir sub-alpine fir mountain hemlock lodgepole pine ponderosa pine several species of cedar as well as species like vine maple huckleberry and rhododendron.Information about Valhalla CanyonJefferson Park Trail AreaPopular east side entry points are Cabot Lake Trail #3437 and Road 1234 at Jack Lake; Jefferson Lake Trail #4001 from Road 1292;Whitewater Trail #3429 off Road 2243 comes in on the west side 12.2. miles east of the Detroit Ranger Station.Breitenbush Hotsprings Candle Creek Lions Head Marian Forks Marion Lake Mt Bruno Mt Jefferson Olallie Butte Santiam Junction Three Fingered Jack.Â Download freeGo to theGo toMap showing recreational areas.
1508,Cheat Creek Trail #3441,,Temporarily Closed,-121.9241622,44.70268558,The trail meanders through older Douglas-fir and Western Hemlock forest. The trail passes through Wild Cheat Meadows about 3 miles up the trail. As you approach proceed quietly and you may catch glimpses of elk or deer using the meadow. Wildflowers are abundant throughout the meadow.
1509,Crown Lake Trail #3362,,Closed,-121.887694,44.761339,This trail has not been maintained for many years. Trail is not suitable for stock. Breitenbush River ford is potentially dangerous. Use caution.
1510,Cheat Creek Trailhead,,Temporarily Closed,-121.9241622,44.70268558,This trailhead provides access to:
1511,Crown Lake Trailhead,,None,-121.887694,44.761339,This trailhead provides access to:
1512,Roaring Creek Trail #3361,,None,-121.894136,44.769142,Trail meanders through older Douglas-fir Western Hemlock and Noble fir forest. Trail ends at Crown lake with views of the Cascades and abundant wild flowers.
1513,South Breitenbush Gorge Trailhead (Access #2),,None,-121.925626,44.765201,Trailhead for
1514,South Breitenbush Gorge Trailhead (Access #1),,None,-121.9542709,44.77559582,Trailhead for
1515,Roaring Creek Trailhead,,None,-121.894136,44.769142,This trailhead provides access to:
1516,South Breitenbush Trailhead,,None,-121.8894158,44.74312806,This trailhead provides access to:
1517,South Breitenbush Trail #3375,,None,-121.8894158,44.74312806,Gradual 6 mile climb through Douglas-Fir Western Hemlock along with stands of Western White Pine before reaching the Pacific Crest Trail in the Jefferson Park area. 2000 feet in elevation gain. Trail is very rough in sections.
1518,Triangulation Trailhead,,None,-121.948753,44.721497,This trailhead provides access for:
1519,Triangulation Peak Trail #3374,,Temporarily Closed,-121.948753,44.721497,The trail meanders through older Douglas-Fir and Western Hemlock. There are abundant wildflowers along rocky openings. From the old lookout location there are excellent views of Mt. Jefferson and the Cascades.
1520,Triangulation Trail #3373,,None,-121.948753,44.721497,The trail meanders through older Douglas-Fir and Western Hemlock; as you gain elevation it wanders through older Noble fir. There are abundant wildflowers along rocky openings by the upper portions of trail in early summer along with views of the Cascades.
1521,Whitewater Trailhead,,None,-121.875025,44.706839,There are some great trails in the Marion Lake area; generations of Oregon families and those beyond have enjoyed hiking backpacking fishing and more in this area of the Mt. Jefferson Wilderness.There are many popular trails including the 6-mile loop trail toMany trails in the area run through severely burned areas of the wilderness. The 2003 B&B Fire and 2006 Puzzle Fire changed the area dramatically and hazards still remain.Map showing recreational areas.
1522,Marion Lake Trail Area - Mt. Jefferson Wilderness,,None,-121.8069702,44.6774673,There are some great trails in the Marion Lake area; generations of Oregon families and those beyond have enjoyed hiking backpacking fishing and more in this area of the Mt. Jefferson Wilderness.There are many popular trails including the 6-mile loop trail toMany trails in the area run through severely burned areas of the wilderness. The 2003 B&B Fire and 2006 Puzzle Fire changed the area dramatically and hazards still remain.
1523,Whitewater Trail #3429,,Temporarily Closed,-121.875025,44.706839,Trail gains elevation through large Douglas-Fir Western Hemlock forest with a few Pacific Yew and Western White Pine interspersed. Â The trail travels past the junction with Triangulation Trail and opens up on a ridgeline to wonderful views of Mtn. Jefferson.Trail runs into the Pacific Crest Trail which can be followed to the north to access Jefferson Park.
1524,Marion Lake Trail #3436,,None,-121.8943126,44.57686851,This trail provides access to Marion Lake withinTrail travels through Douglas- Fir Western Hemlock Western Red Cedar and Pacific Yew forest up to Ann Lake before put intersecting withThe trail travels through talus slope before meeting the other end of Marion Outlet Trail. Â Trail travels near Marion Lake through another large rock covered slope before ending at the junction with
1525,Marion Mountain Trail #3435,,None,-121.8993249,44.5547479,From the top of Marion Mountain are spectacular views of Marion Lake and the Cascades. Access from
1526,Bowerman Lake Trail #3492,,Unreachable,-121.8605161,44.5177051,The trail junctions withThe trail takes you through the area of B & B Fire of 2003 into the Eight Lakes Basin area.Access from15 - 20 vehicles in upper parking areaPlease park all trailers in lower parking area
1527,Marion Lake Trailhead,,None,-121.8943126,44.57686851,Trailhead for
1528,Marion Lake Trail #3436,,None,-121.8943126,44.57686851,This trail provides access to Marion Lake withinTrail travels through Douglas- Fir Western Hemlock Western Red Cedar and Pacific Yew forest up to Ann Lake before put intersecting withThe trail travels through talus slope before meeting the other end of Marion Outlet Trail. Â Trail travels near Marion Lake through another large rock covered slope before ending at the junction with
1529,Marion Mountain Trail #3435,,None,-121.8993249,44.5547479,From the top of Marion Mountain are spectacular views of Marion Lake and the Cascades. Access from
1530,Minto Pass Trail #3437,,None,-121.8136392,44.5134555,From theThe trail crosses the cascading waters of Mist Creek and several other streams which have beautiful moss covered rocks and logs in the stream channels. Â Then the trail heads pastThis trail travels through the area of the B & B Fire of 2003. Â There is heavy tree fall each year on this trail. Â Use caution in your travels.
1531,Pika-Fir Trail #3489,,None,-121.970778,44.512672,Scenic walk through old-growth Douglas-Fir true Fir forest past Pika Lake and ending at Fir Lake. Trail has a few steeper grades with strenuous but short climbs.
1532,Pika-Fir Trailhead,,None,-121.970778,44.512672,This trailhead provides access to:See trail page for more information.
1533,Pine Ridge Trailhead,,None,-121.93395,44.553961,This trailhead provides access to:
1534,Pine Ridge Trail #3443,,None,-121.93395,44.553961,From the trailhead near Camp Pioneer Boy Scout camp the trail heads into a Douglas-Fir Western Hemlock forest connecting with
1535,Turpentine Loop Trailhead,,None,-121.966326,44.5134339,This trailhead provides access to:
1536,Turpentine Loop Trail #3455,,None,-121.966326,44.5134339,Part of larger loop for horse riding community using the Big Meadows Horsecamp area. Trail heads through harvested timber area into a young stand of Douglas-Fir true fir before entering the edge of the B & B Fire area of 2003. Connects with
1537,Turpentine Trail #3490,,None,-121.966326,44.5134339,From junction with
1538,Maxwell Trail Area - Mt. Jefferson Wilderness,,None,-121.978758,44.584888,A gradual climb through Douglas-Fir Western Hemlock Mountain Hemlock true Fir forest. Trail connects with
1539,Maxwell Butte Trail #3391,,None,-121.9700002,44.46385569,A gradual climb through Douglas-Fir Western Hemlock Mountain Hemlock true Fir forest. Trail connects with
